1009,"521 PARK AVENUE, New York City, NY, ",No_Match,,,,,,,,,
3680,"47 EAST 91 STREET, New York City, NY, ",Match,Exact,"47 E 91ST ST, NEW YORK, NY, 10128","-73.95635,40.783997",59657831,L,36,61,16001,2002
3681,"19 WEST HOUSTON STREET, New York City, NY, ",Match,Exact,"19 W HOUSTON ST, NEW YORK, NY, 10012","-73.99787,40.725918",59653748,L,36,61,4900,1002
3682,"309 WEST 118 STREET, New York City, NY, ",Match,Exact,"309 W 118TH ST, NEW YORK, NY, 10026","-73.95474,40.80587",59657655,R,36,61,25700,3003
3683,"38 LAIGHT STREET, New York City, NY, ",Match,Exact,"38 LAIGHT ST, NEW YORK, NY, 10013","-74.00764,40.721912",59663695,R,36,61,3300,3003
3684,"161 HUDSON STREET, New York City, NY, ",Match,Exact,"161 HUDSON ST, NEW YORK, NY, 10013","-74.00826,40.721825",59660146,L,36,61,3900,1020
1022,"157 EAST 72 STREET, New York City, NY, ",Match,Exact,"157 E 72ND ST, NEW YORK, NY, 10021","-73.96171,40.770218",59657388,L,36,61,12800,5001
2353,"2615 EAST 17 STREET, New York City, NY, ",No_Match,,,,,,,,,
1021,"110 EAST 71 STREET, New York City, NY, ",Match,Exact,"110 E 71ST ST, NEW YORK, NY, 10021","-73.96385,40.77022",59657382,R,36,61,12800,3002
2352,"2617 EAST 16 STREET, New York City, NY, ",No_Match,,,,,,,,,
1020,"188 EAST 70 STREET, New York City, NY, ",Match,Exact,"188 E 70TH ST, NEW YORK, NY, 10021","-73.96196,40.7686",59657386,R,36,61,12000,4000
2351,"2900 OCEAN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2350,"2570 EAST 17 STREET, New York City, NY, ",No_Match,,,,,,,,,
1019,"715 PARK AVENUE, New York City, NY, ",Match,Exact,"715 PARK AVE, NEW YORK, NY, 10021","-73.9649,40.769627",59657311,R,36,61,12000,4001
1018,"1156 3 AVENUE, New York City, NY, ",Match,Exact,"1156 3RD AVE, NEW YORK, NY, 10065","-73.96278,40.76677",59657539,L,36,61,12000,1000
2349,"2573 EAST 14 STREET, New York City, NY, ",No_Match,,,,,,,,,
1017,"181 EAST 65 STREET, New York City, NY, ",Match,Exact,"181 E 65TH ST, NEW YORK, NY, 10065","-73.96437,40.765537",59657462,L,36,61,12000,2000
2348,"1208 SHEEPSHEAD BAY ROAD, New York City, NY, ",No_Match,,,,,,,,,
1016,"139 EAST 63 STREET, New York City, NY, ",Match,Exact,"139 E 63RD ST, NEW YORK, NY, 10065","-73.966225,40.764683",59657468,L,36,61,12000,2002
