"-14830","365 WEST END AVENUE, New York City, NY,  ","Match","Exact","365 W END AVE, NEW YORK, NY, 10024","-73.98198,40.78324","59656643","L","36","061","016300","1005"
"-20683","67 WALL STREET, New York City, NY,  ","Match","Exact","67 WALL ST, NEW YORK, NY, 10005","-74.00833,40.70575","59660489","R","36","061","000700","1020"
"1066","81-15 QUEENS BOULEVARD, New York City, NY,  ","No_Match"
"-20686","122 DUANE STREET, New York City, NY,  ","Match","Exact","122 DUANE ST, NEW YORK, NY, 10007","-74.00689,40.715897","59660349","L","36","061","003300","1009"
"-18365","205 SEA BREEZE AVENUE, New York City, NY,  ","No_Match"
"1065","156 BEACH 9 STREET, New York City, NY,  ","No_Match"
"-20685","147 CHAMBERS STREET, New York City, NY,  ","Match","Exact","147 CHAMBERS ST, NEW YORK, NY, 10007","-74.009735,40.71575","59659535","R","36","061","002100","2000"
"-18366","275 BAY 37 STREET, New York City, NY,  ","Tie"
"1064","21-24 30 AVENUE, New York City, NY,  ","No_Match"
"-17032","340 EAST 85 STREET, New York City, NY,  ","Match","Exact","340 E 85TH ST, NEW YORK, NY, 10028","-73.95129,40.776783","650085371","R","36","061","014601","4000"
"1063","39-06 108 STREET, New York City, NY,  ","Tie"
"1062","24-15 QUEENS PLAZA NORTH, New York City, NY,  ","No_Match"
"-19693","213 EAST 73 STREET, New York City, NY,  ","Match","Exact","213 E 73RD ST, NEW YORK, NY, 10021","-73.95983,40.77032","650155875","L","36","061","012600","1000"
"-18361","2035 EAST 16 STREET, New York City, NY,  ","No_Match"
"-17030","488 7 AVENUE, New York City, NY,  ","Tie"
"1061","25-25 NEWTOWN AVENUE, New York City, NY,  ","No_Match"
"1060","150-31 12 AVENUE, New York City, NY,  ","No_Match"
"-19690","1033 LEXINGTON AVENUE, New York City, NY,  ","Match","Exact","1033 LEXINGTON AVE, NEW YORK, NY, 10021","-73.961205,40.77179","59657397","R","36","061","012800","1002"
"-18360","2911 BRIGHTON 5 STREET, New York City, NY,  ","No_Match"
"1059","144-49 BARCLAY AVENUE, New York City, NY,  ","Match","Non_Exact","144 BARCLAY ST, NEW YORK, NY, 10007","-74.01282,40.71415","59659517","L","36","061","002100","2008"
"-18358","160 WEST END AVENUE, New York City, NY,  ","Match","Exact","160 W END AVE, NEW YORK, NY, 10023","-73.986565,40.77693","650066893","R","36","061","015500","6000"
"1058","41-02 QUEENS BOULEVARD, New York City, NY,  ","No_Match"
"-19689","203 EAST 69 STREET, New York City, NY,  ","Match","Exact","203 E 69TH ST, NEW YORK, NY, 10021","-73.96191,40.767773","650076075","L","36","061","012600","4000"
"1057","31-18 UNION STREET, New York City, NY,  ","No_Match"
"-17025","240 EAST 52 STREET, New York City, NY,  ","Match","Exact","240 E 52ND ST, NEW YORK, NY, 10022","-73.9689,40.75667","59657498","R","36","061","009800","2001"
"-18357","3000 OCEAN PARKWAY, New York City, NY,  ","No_Match"
"-20671","211 NORTH END AVENUE, New York City, NY,  ","Match","Exact","211 N END AVE, NEW YORK, NY, 10282","-74.01528,40.71609","59665430","L","36","061","031703","2005"
"1077","69-45 108 STREET, New York City, NY,  ","Tie"
"-20675","38 MURRAY STREET, New York City, NY,  ","Match","Exact","38 MURRAY ST, NEW YORK, NY, 10007","-74.009094,40.71391","59659548","L","36","061","002100","1006"
"-18376","501 AVENUE R, New York City, NY,  ","No_Match"
"1076","99-31 66 AVENUE, New York City, NY,  ","No_Match"
"1075","118-20 OCEAN PROMENADE, New York City, NY,  ","No_Match"
"1074","10-40 46 ROAD, New York City, NY,  ","No_Match"
"1073","83-09 TALBOT STREET, New York City, NY,  ","No_Match"
"-17041","321 WEST 29 STREET, New York City, NY,  ","Match","Exact","321 W 29TH ST, NEW YORK, NY, 10001","-73.99646,40.749355","59653287","R","36","061","009700","4000"
"1072","139-39 35 AVENUE, New York City, NY,  ","No_Match"
"-20678","22 RIVER TERRACE, New York City, NY,  ","Match","Exact","22 RIVER TER, NEW YORK, NY, 10282","-74.01621,40.717102","59660907","R","36","061","031703","2005"
"-18373","2403 EAST 13 STREET, New York City, NY,  ","No_Match"
"-17042","1423 AMSTERDAM AVENUE, New York City, NY,  ","Match","Exact","1423 AMSTERDAM AVE, NEW YORK, NY, 10027","-73.95445,40.81586","59656028","R","36","061","021303","1002"
"1071","38-34 PARSONS BOULEVARD, New York City, NY,  ","No_Match"
"-18370","1764 EAST 18 STREET, New York City, NY,  ","No_Match"
"1070","140-31 CHERRY AVENUE, New York City, NY,  ","Match","Non_Exact","136 CHERRY ST, NEW YORK, NY, 10002","-73.99499,40.710434","608683346","L","36","061","000800","5000"
"-17038","540 WEST 112 STREET, New York City, NY,  ","Match","Exact","540 W 112TH ST, NEW YORK, NY, 10025","-73.96449,40.80491","639467241","L","36","061","019900","5000"
"1069","31-32 UNION STREET, New York City, NY,  ","No_Match"
"1068","104-33 39 AVENUE, New York City, NY,  ","No_Match"
"1067","102-10 QUEENS BOULEVARD, New York City, NY,  ","No_Match"
"-19698","117 EAST 77 STREET, New York City, NY,  ","Match","Exact","117 E 77TH ST, NEW YORK, NY, 10075","-73.96087,40.774075","59657370","L","36","061","014000","4001"
"-17037","516 WEST 135 STREET, New York City, NY,  ","Match","Exact","516 W 135TH ST, NEW YORK, NY, 10031","-73.95263,40.819115","650155978","L","36","061","022301","1000"
"1080","10-46 JACKSON AVENUE, New York City, NY,  ","Match","Non_Exact","10 JACKSON ST, NEW YORK, NY, 10002","-73.980835,40.71341","650085111","L","36","061","000202","5003"
"-18380","2197 OCEAN AVENUE, New York City, NY,  ","No_Match"
"1088","89-16 175 STREET, New York City, NY,  ","No_Match"
"-18387","1014 AVENUE N, New York City, NY,  ","No_Match"
"1087","5-49 BORDEN AVENUE, New York City, NY,  ","No_Match"
"1086","80-09 35 AVENUE, New York City, NY,  ","No_Match"
"1085","35-03 105 STREET, New York City, NY,  ","Tie"
"-18386","1806 OCEAN AVENUE, New York City, NY,  ","No_Match"
"1084","32-86 41 STREET, New York City, NY,  ","Match","Non_Exact","86 E 41ST ST, NEW YORK, NY, 10017","-73.97961,40.752068","59658662","R","36","061","008200","1005"
