"","uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
"17",1186316,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-09 18:54:00,-97.78952,30.165488,"other retail","retail","484530024211024",NA,NA
"18",1186411,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-10 02:00:00,-97.714535,30.25483,"residence","residence","484530009023028",NA,NA
"19",1186412,"Austin","23A","pocket-picking","larceny/theft offenses","property",2018-01-10 02:00:00,-97.737996,30.267049,"street","street","484530011001097",NA,NA
"20",1186455,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-01-10 11:35:00,-97.769003,30.24448,"other","other","484530013072003",NA,NA
"21",1186482,"Austin","90C","disorderly conduct","disorderly conduct","society",2018-01-10 13:00:00,-97.77082,30.248474,"other retail","retail","484530013044012",NA,NA
"22",1186506,"Austin","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-01-10 15:00:00,-97.721457,30.223213,"residence","residence","484530023142002",NA,NA
"23",1186511,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-01-10 15:43:00,-97.705015,30.315451,"other","other","484530021052014",NA,NA
"24",1186630,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-11 02:45:00,-97.7139,30.352367,"street","street","484530018051011",NA,NA
"25",1186762,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-11 19:45:00,-97.769064,30.438544,"street","street","484910204062008",NA,NA
"26",1186770,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-11 20:15:00,-97.822722,30.233957,"other","other","484530017501012",NA,NA
"27",1186779,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-01-11 21:00:00,-97.830129,30.213252,"convenience store","retail","484530017291001",NA,NA
"28",1186782,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-01-11 21:09:00,-97.747897,30.41934,"healthcare","healthcare","484530025002016",NA,NA
"29",1186826,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-12 00:50:00,-97.681604,30.285463,"street","street","484530021093002",NA,NA
"30",1186848,"Austin","13A","aggravated assault","assault offenses","persons",2018-01-12 04:30:00,-97.840066,30.434937,"residence","residence","484530017141015",NA,NA
"31",1186912,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-01-12 13:11:00,-97.698598,30.272881,"supermarket","retail","484530008011000",NA,NA
"32",1187056,"Austin","12U","other robbery","robbery","property",2018-01-13 01:21:00,-97.686815,30.189247,"street","street","484530024321000",NA,NA
"33",1187079,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-13 04:11:00,-97.684107,30.355572,"vehicle parking","open space","484530018132001",NA,NA
"34",1187381,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-14 20:00:00,-97.733282,30.190296,"street","street","484530024313003",NA,NA
"35",1187454,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-15 02:05:00,-97.7709,30.190661,"street","street","484530024222000",NA,NA
"36",1187638,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-16 02:20:00,-97.784633,30.445491,"other","other","484910204062013",NA,NA
"37",1187645,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-16 04:48:00,-97.690187,30.328238,"gas station","retail","484530018111010",NA,NA
"38",1187714,"Austin","13A","aggravated assault","assault offenses","persons",2018-01-16 16:39:00,-97.687071,30.358048,"convenience store","retail","484530018333005",NA,NA
"39",1187887,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-01-17 16:14:00,-97.679833,30.278726,"residence","residence","484530021101003",NA,NA
"40",1188116,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-18 16:49:00,-97.733178,30.299796,"street","street","484530005002000",NA,NA
"41",1188151,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-01-18 19:00:00,-97.737815,30.392337,"other","other","484530017531012",NA,NA
"42",1188315,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-01-19 12:00:00,-97.709319,30.36353,"residence","residence","484530018203024",NA,NA
"43",1188342,"Austin","13A","aggravated assault","assault offenses","persons",2018-01-19 14:59:00,-97.78952,30.165488,"supermarket","retail","484530024211024",NA,NA
"44",1188352,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-01-19 15:24:00,-97.676887,30.346421,"convenience store","retail","484530018342069",NA,NA
"45",1188404,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-01-19 19:30:00,-97.717656,30.296221,"office","commercial","484530003071021",NA,NA
"46",1188562,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-20 14:00:00,-97.796442,30.471058,"other","other","484910203111035",NA,NA
"47",1188847,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-21 23:00:00,-97.734532,30.288742,"residence","residence","484530006012010",NA,NA
"48",1189019,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-22 21:25:00,-97.754814,30.319262,"vehicle parking","open space","484530001013009",NA,NA
"49",1189169,"Austin","250","counterfeiting/forgery","counterfeiting/forgery","property",2018-01-23 15:19:00,-97.715849,30.364228,"convenience store","retail","484530018051000",NA,NA
"50",1189242,"Austin","90Z","all other offenses","all other offenses","other",2018-01-23 21:02:00,-97.726743,30.290674,"healthcare","healthcare","484530004012013",NA,NA
"51",1189329,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-01-24 09:00:00,-97.790843,30.233936,"other","other","484530020041002",NA,NA
"52",1189395,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-01-24 15:54:00,-97.690341,30.276768,"green space","open space","484530021092013",NA,NA
"53",1189592,"Austin","90J","trespass of real property","trespass of real property","society",2018-01-25 14:40:00,-97.754061,30.270569,"supermarket","retail","484530012002019",NA,NA
"54",1189629,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-25 18:15:00,-97.752701,30.354617,"residence","residence","484530017523001",NA,NA
"55",1189639,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-25 19:00:00,-97.838287,30.209528,"residence","residence","484530017761015",NA,NA
"56",1189796,"Austin","250","counterfeiting/forgery","counterfeiting/forgery","property",2018-01-26 12:00:00,-97.721372,30.264667,"college","education","484530009012001",NA,NA
"57",1189855,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-01-26 16:00:00,-97.703626,30.365961,"vehicle parking","open space","484530018191005",NA,NA
"58",1190206,"Austin","13B","simple assault","assault offenses","persons",2018-01-28 04:10:00,-97.685957,30.360391,"bar/club","leisure","484530018333005",NA,NA
"59",1190319,"Austin","90Z","all other offenses","all other offenses","other",2018-01-28 19:45:00,-97.732414,30.299808,"residence","residence","484530005002001",NA,NA
"60",1190360,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-28 22:50:00,-97.745393,30.255754,"street","street","484530014011001",NA,NA
"61",1190417,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-29 08:39:00,-97.74327,30.22908,"vehicle parking","open space","484530023074001",NA,NA
"62",1190442,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-01-29 11:51:00,-97.70466,30.314872,"other","other","484530021052014",NA,NA
"63",1190443,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-01-29 11:53:00,-97.752022,30.39492,"other retail","retail","484530017223003",NA,NA
"64",1190466,"Austin","13A","aggravated assault","assault offenses","persons",2018-01-29 14:07:00,-97.713797,30.322306,"vehicle parking","open space","484530015034019",NA,NA
"65",1190584,"Austin","90J","trespass of real property","trespass of real property","society",2018-01-29 23:54:00,-97.74346,30.40529,"healthcare","healthcare","484530017542000",NA,NA
"66",1190623,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-30 04:03:00,-97.740999,30.26728,"convenience store","retail","484530011001093",NA,NA
"67",1190652,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-01-30 10:01:00,-97.778671,30.212728,"college","education","484530020031023",NA,NA
"68",1190687,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-01-30 13:51:00,-97.71679,30.410692,"residence","residence","484530018291013",NA,NA
"69",1190751,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-30 19:00:00,-97.712671,30.417446,"residence","residence","484530018291007",NA,NA
"70",1190787,"Austin","13C","intimidation","assault offenses","persons",2018-01-30 22:25:00,-97.739655,30.393411,"street","street","484530017531000",NA,NA
"71",1190809,"Austin","90D","driving under the influence","driving under the influence","society",2018-01-31 00:12:00,-97.735539,30.267444,"street","street","484530011001056",NA,NA
"72",1190875,"Austin","13C","intimidation","assault offenses","persons",2018-01-31 11:50:00,-97.700873,30.372128,"residence","residence","484530018221001",NA,NA
"73",1190890,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-01-31 13:00:00,-97.689154,30.3221,"street","street","484530018111020",NA,NA
"74",1190940,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-01-31 17:15:00,-97.763074,30.430344,"vehicle parking","open space","484530017562002",NA,NA
"75",1191129,"Austin","13C","intimidation","assault offenses","persons",2018-02-01 13:53:00,-97.721308,30.298185,"residence","residence","484530003024010",NA,NA
"76",1191184,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-02-01 17:30:00,-97.691169,30.339153,"supermarket","retail","484530018132022",NA,NA
"77",1191186,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-01 17:43:00,-97.712709,30.217644,"street","street","484530023142002",NA,NA
"78",1191621,"Austin","13B","simple assault","assault offenses","persons",2018-02-03 14:30:00,-97.711378,30.259557,"other","other","484530009022001",NA,NA
"79",1191630,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-02-03 15:15:00,-97.741804,30.267054,"street","street","484530011001092",NA,NA
"80",1191705,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-03 22:00:00,-97.703106,30.388517,"residence","residence","484530018431008",NA,NA
"81",1191744,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-04 01:07:00,-97.680107,30.31869,"street","street","484530021132000",NA,NA
"82",1191782,"Austin","90Z","all other offenses","all other offenses","other",2018-02-04 04:40:00,-97.729053,30.280231,"street","street","484530004023038",NA,NA
"83",1191862,"Austin","90J","trespass of real property","trespass of real property","society",2018-02-04 17:20:00,-97.681594,30.30496,"supermarket","retail","484530021123014",NA,NA
"84",1191921,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-04 22:30:00,-97.73103,30.306004,"residence","residence","484530003021018",NA,NA
"85",1191936,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-04 23:59:00,-97.670654,30.394388,"vehicle parking","open space","484530018353005",NA,NA
"86",1192061,"Austin","90C","disorderly conduct","disorderly conduct","society",2018-02-05 16:16:00,-97.688964,30.312126,"vehicle parking","open space","484530021061006",NA,NA
"87",1192259,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-02-06 13:28:00,-97.755793,30.352369,"supermarket","retail","484530017181008",NA,NA
"88",1192373,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-07 01:13:00,-97.661635,30.303322,"vehicle parking","open space","484530021082002",NA,NA
"89",1192513,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-07 20:00:00,-97.77205,30.442867,"residence","residence","484910204104006",NA,NA
"90",1192594,"Austin","90Z","all other offenses","all other offenses","other",2018-02-08 10:20:00,-97.640478,30.329429,"residence","residence","484530022023017",NA,NA
"91",1192698,"Austin","520","weapon law violations","weapon law violations","society",2018-02-08 18:28:00,-97.740533,30.192849,"residence","residence","484530024133001",NA,NA
"92",1192751,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-02-08 22:22:00,-97.71555,30.420109,"residence","residence","484530018292007",NA,NA
"93",1192767,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-08 23:55:00,-97.763318,30.471296,"street","street","484910204091016",NA,NA
"94",1192884,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-09 14:12:00,-97.78018,30.226592,"street","street","484530020021002",NA,NA
"95",1192988,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-09 22:50:00,-97.757326,30.219462,"street","street","484530024031001",NA,NA
"96",1192999,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-09 23:45:00,-97.769136,30.21834,"residence","residence","484530020032005",NA,NA
"97",1193038,"Austin","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-02-10 03:35:00,-97.829072,30.227654,"vehicle parking","open space","484530017501012",NA,NA
"98",1193048,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-10 05:39:00,-97.696573,30.346646,"residence","residence","484530018063001",NA,NA
"99",1193094,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-02-10 12:58:00,-97.748874,30.24902,"residence","residence","484530014012005",NA,NA
"100",1193124,"Austin","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property",2018-02-10 16:30:00,-97.753526,30.238759,"residence","residence","484530013084003",NA,NA
"101",1193175,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-10 22:07:00,-97.723116,30.269057,"street","street","484530008042014",NA,NA
"102",1193242,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-11 05:44:00,-97.694781,30.217075,"street","street","484530023123019",NA,NA
"103",1193394,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-12 03:15:00,-97.823739,30.173726,"street","street","484530017482000",NA,NA
"104",1193475,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-02-12 14:20:00,-97.732636,30.269682,"other","other","484530009012009",NA,NA
"105",1193535,"Austin","240","motor vehicle theft","motor vehicle theft","property",2018-02-12 19:00:00,-97.737186,30.300578,"vehicle parking","open space","484530005004001",NA,NA
"106",1193603,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-13 00:00:00,-97.732615,30.311539,"street","street","484530003052003",NA,NA
"107",1193814,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-14 01:37:00,-97.835295,30.186491,"street","street","484530017461003",NA,NA
"108",1193826,"Austin","90J","trespass of real property","trespass of real property","society",2018-02-14 03:48:00,-97.724235,30.236779,"vehicle parking","open space","484530023043000",NA,NA
"109",1193868,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-14 11:46:00,-97.706251,30.367403,"street","street","484530018203001",NA,NA
"110",1193903,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-02-14 15:00:00,-97.733607,30.265543,"street","street","484530009024009",NA,NA
"111",1193906,"Austin","240","motor vehicle theft","motor vehicle theft","property",2018-02-14 15:05:00,-97.727512,30.263838,"street","street","484530009024003",NA,NA
"112",1194056,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-15 06:00:00,-97.737287,30.391441,"hotel","hotel","484530017531012",NA,NA
"113",1194063,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-02-15 07:00:00,-97.724968,30.354496,"residence","residence","484530018183015",NA,NA
"114",1194434,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-16 21:43:00,-97.752898,30.238455,"street","street","484530023081002",NA,NA
"115",1194544,"Austin","13C","intimidation","assault offenses","persons",2018-02-17 10:05:00,-97.69284,30.429298,"street","street","484530018472029",NA,NA
"116",1194573,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-17 13:36:00,-97.803716,30.22399,"residence","residence","484530017122001",NA,NA
"117",1194596,"Austin","240","motor vehicle theft","motor vehicle theft","property",2018-02-17 15:45:00,-97.69133,30.320783,"other retail","retail","484530021041003",NA,NA
"118",1194844,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-18 17:20:00,-97.774877,30.205933,"other","other","484530024021014",NA,NA
"119",1194899,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-18 23:05:00,-97.66604,30.216777,"street","street","484539800001017",NA,NA
"120",1194960,"Austin","520","weapon law violations","weapon law violations","society",2018-02-19 08:26:00,-97.701557,30.398554,"residence","residence","484530018441001",NA,NA
"121",1195010,"Austin","90C","disorderly conduct","disorderly conduct","society",2018-02-19 13:44:00,-97.789766,30.208232,"residence","residence","484530024091010",NA,NA
"122",1195111,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-19 20:18:00,-97.764995,30.264768,"street","street","484530019011000",NA,NA
"123",1195129,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-19 22:00:00,-97.821596,30.456429,"residence","residence","484910204042008",NA,NA
"124",1195195,"Austin","90C","disorderly conduct","disorderly conduct","society",2018-02-20 09:35:00,-97.794107,30.148609,"residence","residence","484530024071013",NA,NA
"125",1195255,"Austin","240","motor vehicle theft","motor vehicle theft","property",2018-02-20 15:45:00,-97.717178,30.371483,"vehicle parking","open space","484530018202006",NA,NA
"126",1195359,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-02-20 23:07:00,-97.688275,30.35691,"street","street","484530018131002",NA,NA
"127",1195385,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-21 02:20:00,-97.673696,30.299304,"street","street","484530021081000",NA,NA
"128",1195684,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-02-22 15:03:00,-97.737619,30.267976,"street","street","484530011001098",NA,NA
"129",1195856,"Austin","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-02-23 10:00:00,-97.713988,30.234337,"residence","residence","484530023181004",NA,NA
"130",1195983,"Austin","12U","other robbery","robbery","property",2018-02-23 21:30:00,-97.729166,30.241748,"other transportation","transportation","484530023161001",NA,NA
"131",1195992,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-23 22:19:00,-97.740388,30.226939,"street","street","484530023071002",NA,NA
"132",1196020,"Austin","90D","driving under the influence","driving under the influence","society",2018-02-24 00:36:00,-97.74992,30.2721,"street","street","484530011001031",NA,NA
"133",1196132,"Austin","23C","shoplifting","larceny/theft offenses","property",2018-02-24 15:00:00,-97.717656,30.296221,"supermarket","retail","484530003071021",NA,NA
"134",1196230,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-25 00:00:00,-97.650449,30.301611,"street","street","484530022023052",NA,NA
"135",1196337,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-25 15:00:00,-97.676095,30.30459,"religious","other","484530021074006",NA,NA
"136",1196339,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-25 15:00:00,-97.731281,30.275285,"street","street","484530008033008",NA,NA
"137",1196357,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-02-25 17:01:00,-97.792507,30.467936,NA,NA,"484910204081006",NA,NA
"138",1196498,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-26 09:30:00,-97.810102,30.244182,"street","street","484530019174000",NA,NA
"139",1196522,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-02-26 12:00:00,-97.663341,30.31544,"other","other","484530021082000",NA,NA
"140",1196575,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-26 17:00:00,-97.755517,30.355012,"vehicle parking","open space","484530017523001",NA,NA
"141",1196699,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-27 04:01:00,-97.695136,30.269224,"residence","residence","484530021111003",NA,NA
"142",1196833,"Austin","13A","aggravated assault","assault offenses","persons",2018-02-27 20:19:00,-97.687358,30.417878,"residence","residence","484530018472051",NA,NA
"143",1196963,"Austin","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-28 12:02:00,-97.743693,30.23468,"street","street","484530023082000",NA,NA
"144",1196988,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-02-28 14:10:00,-97.710425,30.259053,"street","street","484530009022001",NA,NA
"145",1197129,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-03-01 00:09:00,-97.758858,30.203907,"vehicle parking","open space","484530024112003",NA,NA
"146",1197157,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-03-01 03:40:00,-97.718693,30.40943,"office","commercial","484530018492000",NA,NA
"147",1197252,"Austin","90Z","all other offenses","all other offenses","other",2018-03-01 12:15:00,-97.788326,30.368178,"office","commercial","484530017051013",NA,NA
"148",1197269,"Austin","35B","drug equipment violations","drug/narcotic offenses","society",2018-03-01 13:49:00,-97.680531,30.305128,"convenience store","retail","484530021074004",NA,NA
"149",1197278,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-03-01 14:45:00,-97.686852,30.356438,"other retail","retail","484530018131024",NA,NA
"150",1197322,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-03-01 17:51:00,-97.741241,30.27646,"office","commercial","484530007001054",NA,NA
"151",1197522,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-03-02 14:00:00,-97.770321,30.23384,"other","other","484530013071003",NA,NA
"152",1197619,"Austin","250","counterfeiting/forgery","counterfeiting/forgery","property",2018-03-02 20:38:00,-97.849896,30.228505,"residence","residence","484530017492004",NA,NA
"153",1197858,"Austin","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-03 21:02:00,-97.753526,30.238759,"street","street","484530013084003",NA,NA
"154",1198066,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-04 22:00:00,-97.758205,30.17317,"residence","residence","484530024303012",NA,NA
"155",1198146,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-05 07:45:00,-97.702158,30.302353,"vehicle parking","open space","484530003061003",NA,NA
"156",1198394,"Austin","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-03-06 12:00:00,-97.752813,30.211648,"office","commercial","484530024111019",NA,NA
"157",1198468,"Austin","13B","simple assault","assault offenses","persons",2018-03-06 18:05:00,-97.740251,30.267424,"street","street","484530011001095",NA,NA
"158",1198490,"Austin","90D","driving under the influence","driving under the influence","society",2018-03-06 20:00:00,-97.723098,30.289987,"street","street","484530004012000",NA,NA
"159",1198554,"Austin","13B","simple assault","assault offenses","persons",2018-03-07 00:58:00,-97.728364,30.233076,"residence","residence","484530023163000",NA,NA
"160",1198571,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-07 04:45:00,-97.749619,30.284767,"vehicle parking","open space","484530006041007",NA,NA
"161",1198689,"Austin","90Z","all other offenses","all other offenses","other",2018-03-07 19:49:00,-97.799122,30.175202,"residence","residence","484530024233014",NA,NA
"162",1198809,"Austin","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-08 12:00:00,-97.691219,30.352738,"other","other","484530018131002",NA,NA
"163",1198829,"Austin","90J","trespass of real property","trespass of real property","society",2018-03-08 13:58:00,-97.727914,30.241541,NA,NA,"484530023042009",NA,NA
"164",1198880,"Austin","23H","all other larceny","larceny/theft offenses","property",2018-03-08 18:30:00,-97.731409,30.313338,"vehicle parking","open space","484530003052002",NA,NA
"165",1198991,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-03-09 06:30:00,-97.704041,30.356445,"residence","residence","484530018052014",NA,NA
"166",1199003,"Austin","22U","other burglary/breaking & entering","burglary/breaking & entering","property",2018-03-09 10:00:00,-97.799192,30.16104,"residence","residence","484530024211012",NA,NA
"167",1199313,"Austin","90E","drunkenness (except driving under the influence)","drunkenness (except driving under the influence)","society",2018-03-10 13:01:00,-97.759418,30.241611,"other","other","484530013084000",NA,NA
