"","uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
"2730",2493997,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property",2009-05-19 21:00:00,-87.640374,41.667883,"residence","residence","170315305032034",NA,NA
"2731",2494060,"Chicago","13A","aggravated assault","assault offenses","persons",2009-05-19 22:00:00,-87.767315,41.905738,"street","street","170312506002002",NA,NA
"2732",2494088,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society",2009-05-19 22:28:00,-87.765281,41.891946,"street","street","170312514002002",NA,NA
"2733",2494125,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society",2009-05-19 22:56:00,-87.565015,41.751476,"street","street","170314604001003",NA,NA
"2734",2494152,"Chicago","23H","other theft","larceny/theft offenses","property",2009-05-19 23:30:00,-87.662641,41.783134,"residence","residence","170316708002011",NA,NA
"2735",2494241,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society",2009-05-20 01:13:00,-87.704369,41.863791,"private vehicle","vehicle","170318431001013",NA,NA
"2736",2494331,"Chicago","22B","non-residential burglary/breaking & entering","burglary/breaking & entering","property",2009-05-20 04:52:00,-87.621293,41.765588,"bar/club","leisure","170316910004001",NA,NA
"2737",2494353,"Chicago","90Z","all other offenses","all other offenses","other",2009-05-20 06:19:00,-87.674172,41.679202,"residence","residence","170317505004027",NA,NA
"2738",2494368,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property",2009-05-20 07:00:00,-87.667278,41.999948,"residence","residence","170310106003005",NA,NA
"2739",2494497,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property",2009-05-20 10:00:00,-87.616321,41.655619,"residence","residence","170315401012000",NA,NA
"2740",2494512,"Chicago","23H","other theft","larceny/theft offenses","property",2009-05-20 10:09:00,-87.761818,41.94545,"residence","residence","170311511001002",NA,NA
"2741",2494529,"Chicago","13B","simple assault","assault offenses","persons",2009-05-20 10:45:00,-87.668546,41.806014,"school","education","170316113003010",NA,NA
"2742",2494559,"Chicago","23C","shoplifting","larceny/theft offenses","property",2009-05-20 11:30:00,-87.631713,41.881968,"other","other","170318391001069",NA,NA
