,address,City,State,Zip
5421,717 58 STREET,New York City,NY, 
5422,100 LEFFERTS AVENUE,New York City,NY, 
5423,3723 18 AVENUE,New York City,NY, 
5425,93 LAFAYETTE AVENUE,New York City,NY, 
5429,262 SOUTH 1 STREET,New York City,NY, 
5430,588 GATES AVENUE,New York City,NY, 
5437,377 MONTGOMERY STREET,New York City,NY, 
5438,2111 BEEKMAN PLACE,New York City,NY, 
5439,381 FLATBUSH AVENUE,New York City,NY, 
5441,3118 BRIGHTON 4 STREET,New York City,NY, 
5442,465 OCEAN PARKWAY,New York City,NY, 
5443,1358 47 STREET,New York City,NY, 
5444,3620 BEDFORD AVENUE,New York City,NY, 
5446,714 56 STREET,New York City,NY, 
5452,2901 OCEAN PARKWAY,New York City,NY, 
5453,285 EASTERN PARKWAY,New York City,NY, 
5455,1985 EAST 15 STREET,New York City,NY, 
5462,590 DEKALB AVENUE,New York City,NY, 
5464,350 EAST 19 STREET,New York City,NY, 
5467,1261 OCEAN AVENUE,New York City,NY, 
5470,526 LAFAYETTE AVENUE,New York City,NY, 
5471,963 GREENE AVENUE,New York City,NY, 
5474,1223 BUSHWICK AVENUE,New York City,NY, 
5477,62 CLERMONT AVENUE,New York City,NY, 
5478,1757 85 STREET,New York City,NY, 
5487,25 EASTERN PARKWAY,New York City,NY, 
5490,115 BRIGHTWATER COURT,New York City,NY, 
5495,5301 6 AVENUE,New York City,NY, 
5498,280 PARKSIDE AVENUE,New York City,NY, 
5499,250 NORTH 6 STREET,New York City,NY, 
5505,55 BAY 34 STREET,New York City,NY, 
5507,3031 BRIGHTON 14 STREET,New York City,NY, 
5508,825 EAST 9 STREET,New York City,NY, 
5513,500 ST MARKS AVENUE,New York City,NY, 
5516,2685 HOMECREST AVENUE,New York City,NY, 
5517,121 VAN BUREN STREET,New York City,NY, 
5518,499 VANDERBILT AVENUE,New York City,NY, 
5520,1251 DEKALB AVENUE,New York City,NY, 
5526,74 SOUTH 4 STREET,New York City,NY, 
5529,100 BROADWAY,New York City,NY, 
5530,399 HEWES STREET,New York City,NY, 
5533,158 BROADWAY,New York City,NY, 
5535,355 CHESTER STREET,New York City,NY, 
5538,1044 EAST NEW YORK AVENUE,New York City,NY, 
5542,350 SHEFFIELD AVENUE,New York City,NY, 
5544,7501 5 AVENUE,New York City,NY, 
5546,970 42 STREET,New York City,NY, 
5547,182 15 STREET,New York City,NY, 
5548,823 HANCOCK STREET,New York City,NY, 
5551,3022 WEST 22 STREET,New York City,NY, 
5552,1014 AVENUE N,New York City,NY, 
5553,295 MAPLE STREET,New York City,NY, 
5563,135-10 GRAND CENTRAL PARK,New York City,NY, 
5567,134-04 35 AVENUE,New York City,NY, 
5568,39-09 112 STREET,New York City,NY, 
5570,151-09 34 AVENUE,New York City,NY, 
5571,81-10 135 STREET,New York City,NY, 
5572,141-35 85 ROAD,New York City,NY, 
5574,87-22 JUSTICE AVENUE,New York City,NY, 
5576,16-70 BELL BOULEVARD,New York City,NY, 
5577,16-66 BELL BOULEVARD,New York City,NY, 
5578,202-10 43 AVENUE,New York City,NY, 
5579,147-07 HILLSIDE AVENUE,New York City,NY, 
5581,34-06 JORDAN STREET,New York City,NY, 
5582,147-07 72 ROAD,New York City,NY, 
5584,201-01 HOR HARDING EXPWY,New York City,NY, 
5589,88-11 63 DRIVE,New York City,NY, 
5590,86-50 FRANCIS LEWIS BOULE,New York City,NY, 
5593,80-20 BROADWAY,New York City,NY, 
5594,32-25 69 STREET,New York City,NY, 
5595,99-12 65 ROAD,New York City,NY, 
5600,141-40 84 DRIVE,New York City,NY, 
5602,33-24 77 STREET,New York City,NY, 
5604,31-62 29 STREET,New York City,NY, 
5608,43-23 42 STREET,New York City,NY, 
5610,87-02 35 AVENUE,New York City,NY, 
5612,45-26 44 STREET,New York City,NY, 
5613,34-34 77 STREET,New York City,NY, 
5614,37-15 72 STREET,New York City,NY, 
5615,35-38 95 STREET,New York City,NY, 
5616,18-22 21 AVENUE,New York City,NY, 
5618,37-27 79 STREET,New York City,NY, 
5619,37-20 99 STREET,New York City,NY, 
5621,32-15 93 STREET,New York City,NY, 
5625,71-66 69 STREET,New York City,NY, 
5629,109-15 QUEENS BOULEVARD,New York City,NY, 
5631,41-90 FRAME PLACE,New York City,NY, 
5633,142-25 PERSHING CRESCENT,New York City,NY, 
5636,137-02 JEWEL AVENUE,New York City,NY, 
5637,32-30 70 STREET,New York City,NY, 
5638,63-25 SAUNDERS STREET,New York City,NY, 
5642,62-59 FOREST AVENUE,New York City,NY, 
5643,85-25 120 STREET,New York City,NY, 
5646,30-91 CRESCENT STREET,New York City,NY, 
5647,43-23 ITHACA STREET,New York City,NY, 
5654,150-16 73 AVENUE,New York City,NY, 
5657,61-20 43 AVENUE,New York City,NY, 
5658,39-26 62 STREET,New York City,NY, 
5660,85-82 ELIOT AVENUE,New York City,NY, 
5661,36-20 BOWNE STREET,New York City,NY, 
5662,617 GRANDVIEW AVENUE,New York City,NY, 
5666,60-40 MADISON STREET,New York City,NY, 
5668,38-15 BOWNE STREET,New York City,NY, 
5670,2-14 BEACH 96 STREET,New York City,NY, 
5671,1615 PUTNAM AVENUE,New York City,NY, 
5672,203-15 42 AVENUE,New York City,NY, 
5674,13-34 CAFFREY AVENUE,New York City,NY, 
5675,35-14 149 STREET,New York City,NY, 
5678,108-02 103 AVENUE,New York City,NY, 
5679,85-31 WOODHAVEN BOULEVARD,New York City,NY, 
5680,86-22 98 STREET,New York City,NY, 
5685,135-16 82 AVENUE,New York City,NY, 
5686,110-16 72 AVENUE,New York City,NY, 
5688,40-70 HAMPTON STREET,New York City,NY, 
5690,25-30 30 ROAD,New York City,NY, 
5693,142-02 84 DRIVE,New York City,NY, 
5694,37-21 85 STREET,New York City,NY, 
5696,90-38 170 STREET,New York City,NY, 
5697,2207 HARMAN STREET,New York City,NY, 
5698,42-45 JUDGE STREET,New York City,NY, 
5700,139-79 85 DRIVE,New York City,NY, 
5705,91-36 LAMONT AVENUE,New York City,NY, 
5707,85-04 FOREST PARKWAY,New York City,NY, 
5709,68-09 BURNS STREET,New York City,NY, 
5712,93-54 QUEENS BOULEVARD,New York City,NY, 
5713,80-30 BROADWAY,New York City,NY, 
5721,198-39 32 AVE,New York City,NY, 
5722,93-10 QUEENS BOULEVARD,New York City,NY, 
5723,33-39 MURRAY STREET,New York City,NY, 
5724,41-15 GLEANE STREET,New York City,NY, 
5727,35-28 95 STREET,New York City,NY, 
5733,83-96 118 STREET,New York City,NY, 
5734,82-15 35 AVENUE,New York City,NY, 
5735,87-21 87 STREET,New York City,NY, 
5736,109-05 QUEENS BOULEVARD,New York City,NY, 
5738,150-16 72 ROAD,New York City,NY, 
5739,41-29 46 STREET,New York City,NY, 
5741,139-06 34 ROAD,New York City,NY, 
5748,105-05 69 AVENUE,New York City,NY, 
5755,198-40 32 AVENUE,New York City,NY, 
5756,41-15 51 STREET,New York City,NY, 
5760,86-22 DONGAN AVENUE,New York City,NY, 
5761,30-40 30 ROAD,New York City,NY, 
5763,40-15 99 STREET,New York City,NY, 
5766,143-15 38 AVENUE,New York City,NY, 
5769,1815 SUMMERFIELD STREET,New York City,NY, 
5770,60-15 FRESH POND ROAD,New York City,NY, 
5774,35-55 73 STREET,New York City,NY, 
5778,37-28 86 STREET,New York City,NY, 
5783,85-18 118 STREET,New York City,NY, 
5791,103-13 51 AVENUE,New York City,NY, 
5792,90-32 53 AVENUE,New York City,NY, 
5803,31-16 35 AVENUE,New York City,NY, 
5804,86-02 FOREST PARKWAY,New York City,NY, 
5806,2-23 BEACH 101 STREET,New York City,NY, 
5807,82-15 BRITTON AVENUE,New York City,NY, 
5813,25-60 COLLEGE POINT BOULE,New York City,NY, 
5814,150-02 88 AVENUE,New York City,NY, 
5815,120-45 SUTPHIN BOULEVARD,New York City,NY, 
5816,31-35 CRESCENT STREET,New York City,NY, 
5822,43-06 45 STREET,New York City,NY, 
5825,47-17 39 STREET,New York City,NY, 
5831,12-01 JACKSON AVENUE,New York City,NY, 
5834,28-40 34 STREET,New York City,NY, 
5837,104-28 117 STREET,New York City,NY, 
5839,35-54 83 STREET,New York City,NY, 
5841,144-30 35 AVENUE,New York City,NY, 
5844,45-46 PEARSON STREET,New York City,NY, 
5845,31-64 46 STREET,New York City,NY, 
5852,41-08 42 STREET,New York City,NY, 
5858,46-19 88 STREET,New York City,NY, 
5873,213-03 41 AVENUE,New York City,NY, 
5874,43-07 42 STREET,New York City,NY, 
5876,34-43 CRESCENT STREET,New York City,NY, 
5877,43-20 40 STREET,New York City,NY, 
5879,40-19 72 STREET,New York City,NY, 
5883,47-20 40 STREET,New York City,NY, 
5888,88-36 ELMHURST AVENUE,New York City,NY, 
5894,166-33 89 AVENUE,New York City,NY, 
5896,123-11 ROCKAWAY BEACH BOU,New York City,NY, 
5897,64-85 BOOTH STREET,New York City,NY, 
5898,89-11 63 DRIVE,New York City,NY, 
5903,35-05 102 STREET,New York City,NY, 
5909,41-11 40 STREET,New York City,NY, 
5912,23-08 MOTT AVENUE,New York City,NY, 
5913,166-40 89 AVENUE,New York City,NY, 
5914,90-23 171 STREET,New York City,NY, 
5920,45-35 46 STREET,New York City,NY, 
5930,31-41 23 STREET,New York City,NY, 
5931,43-21 56 STREET,New York City,NY, 
5933,92-01 LAMONT AVENUE,New York City,NY, 
5937,134-37 MAPLE AVENUE,New York City,NY, 
5942,45-45 46 STREET,New York City,NY, 
5945,118-18 METROPOLITAN AVENU,New York City,NY, 
5949,71-21 65 STREET,New York City,NY, 
5950,43-31 45 STREET,New York City,NY, 
5958,87-07 87 AVENUE,New York City,NY, 
5962,41 KEW GARDENS ROAD,New York City,NY, 
5970,250 BEACH 15 STREET,New York City,NY, 
5972,109-15 37 AVENUE,New York City,NY, 
5976,43-10 49 STREET,New York City,NY, 
5981,87-42 ELMHURST AVENUE,New York City,NY, 
5983,31-77 32 STREET,New York City,NY, 
5997,34-20 30 STREET,New York City,NY, 
5998,41-12 49 STREET,New York City,NY, 
6000,25-86 44 STREET,New York City,NY, 
6005,32-79 30 STREET,New York City,NY, 
6010,45-42 41 STREET,New York City,NY, 
6012,90-10 149 STREET,New York City,NY, 
6013,92-16 34 AVENUE,New York City,NY, 
6017,89-10 WHITNEY AVENUE,New York City,NY, 
6028,32-16 33 AVENUE,New York City,NY, 
6030,30-63 33 STREET,New York City,NY, 
6033,89-06 146 STREET,New York City,NY, 
6034,58-23 43 AVENUE,New York City,NY, 
6036,86-15 AVA PLACE,New York City,NY, 
6037,1819 SUMMERFIELD STREET,New York City,NY, 
6039,156-01 NORTH CONDUIT AVEN,New York City,NY, 
6042,37-50 81 STREET,New York City,NY, 
6044,25-64 35 STREET,New York City,NY, 
6045,50-01 2 STREET,New York City,NY, 
6061,37-51 79 STREET,New York City,NY, 
6068,142-02 FRANKLIN AVENUE,New York City,NY, 
6069,213-39 35 AVENUE,New York City,NY, 
6070,47-20 CENTER BOULEVARD,New York City,NY, 
6071,42-25 27 STREET,New York City,NY, 
6072,25-90 35 STREET,New York City,NY, 
6075,41-44 76 STREET,New York City,NY, 
6077,85-10 120 STREET,New York City,NY, 
6081,38-12 32 STREET,New York City,NY, 
6082,141-50 85 ROAD,New York City,NY, 
6084,31-25 33 STREET,New York City,NY, 
6086,53-00 65 PLACE,New York City,NY, 
6089,41-05 74 STREET,New York City,NY, 
6094,149-15 NORTHERN BOULEVARD,New York City,NY, 
6096,40-23 ITHACA STREET,New York City,NY, 
6097,20-09 CORNAGA AVENUE,New York City,NY, 
6098,37-10 95 STREET,New York City,NY, 
6100,37-07 147 STREET,New York City,NY, 
6101,40-11 BROADWAY,New York City,NY, 
6102,37-21 31 STREET,New York City,NY, 
6106,48-05 46 STREET,New York City,NY, 
6109,239 MAIN STREET,New York City,NY, 
6112,22 ARLO ROAD,New York City,NY, 
6115,565 JEWETT AVENUE,New York City,NY, 
6122,514 RICHMOND TERRACE,New York City,NY, 
6133,232 RICHMOND TERRACE,New York City,NY, 
6145,41 PARK AVENUE,New York City,NY, 
6158,328 WEST 85 STREET,New York City,NY, 
6160,133 WEST 71 STREET,New York City,NY, 
6167,510 MAIN STREET,New York City,NY, 
6176,214 EAST 24 STREET,New York City,NY, 
6179,141 WEST 16 STREET,New York City,NY, 
6180,340 WEST 87 STREET,New York City,NY, 
6184,65 SULLIVAN STREET,New York City,NY, 
6187,337 WEST 43 STREET,New York City,NY, 
6208,220 EAST 29 STREET,New York City,NY, 
6212,255 WEST 22 STREET,New York City,NY, 
6214,58 WEST 68 STREET,New York City,NY, 
6216,870 8 AVENUE,New York City,NY, 
6222,210 EAST 38 STREET,New York City,NY, 
6226,136 EAST 55 STREET,New York City,NY, 
6228,151 LEXINGTON AVENUE,New York City,NY, 
6235,129 WEST WASHINGTON PLACE,New York City,NY, 
6236,114 WEST 16 STREET,New York City,NY, 
6237,110 BANK STREET,New York City,NY, 
6238,255 WEST 75 STREET,New York City,NY, 
6246,121 EAST 90 STREET,New York City,NY, 
6247,88 EAST 4 STREET,New York City,NY, 
6253,108 EAST 81 STREET,New York City,NY, 
6266,680 WEST END AVENUE,New York City,NY, 
6268,608 WEST 115 STREET,New York City,NY, 
6276,410 WEST END AVENUE,New York City,NY, 
6280,342 9 AVENUE,New York City,NY, 
6284,46 EAST 91 STREET,New York City,NY, 
6298,334 EAST 81 STREET,New York City,NY, 
6300,78 MANHATTAN AVENUE,New York City,NY, 
6301,107 EAST 80 STREET,New York City,NY, 
6305,8 MANHATTAN AVENUE,New York City,NY, 
6314,249 WEST 15 STREET,New York City,NY, 
6315,555 EAST 78 STREET,New York City,NY, 
6320,20 BEEKMAN PLACE,New York City,NY, 
6326,165 WEST 26 STREET,New York City,NY, 
6329,5 MORTON STREET,New York City,NY, 
6344,515 CATHEDRAL PARKWAY,New York City,NY, 
6345,601 HUDSON STREET,New York City,NY, 
6348,147 EAST 82 STREET,New York City,NY, 
6349,261 LEXINGTON AVENUE,New York City,NY, 
6350,327 EAST 90 STREET,New York City,NY, 
6355,100 JANE STREET,New York City,NY, 
6356,127 4 AVENUE,New York City,NY, 
6357,427 WEST 51 STREET,New York City,NY, 
6359,3 WEST 83 STREET,New York City,NY, 
6363,140 EAST 7 STREET,New York City,NY, 
6364,324 EAST 109 STREET,New York City,NY, 
6369,416 LAFAYETTE STREET,New York City,NY, 
6372,808 WEST END AVENUE,New York City,NY, 
6373,445 WEST 48 STREET,New York City,NY, 
6375,203 WEST 94 STREET,New York City,NY, 
6378,865 WEST END AVENUE,New York City,NY, 
6380,110 EAST 84 STREET,New York City,NY, 
6390,302 WEST 92 STREET,New York City,NY, 
6397,220 WEST 21 STREET,New York City,NY, 
6398,171 EAST 2 STREET,New York City,NY, 
6399,18 WEST 108 STREET,New York City,NY, 
6400,440 EAST 85 STREET,New York City,NY, 
6401,157 SUFFOLK STREET,New York City,NY, 
6407,303 EAST 83 STREET,New York City,NY, 
6409,420 EAST 79 STREET,New York City,NY, 
6422,16O EAST 89 STREET,New York City,NY, 
6431,790 COLUMBUS AVENUE,New York City,NY, 
6434,133 EAST 17 STREET,New York City,NY, 
6438,180 EAST 101 STREET,New York City,NY, 
6439,167 EAST 99 STREET,New York City,NY, 
6440,415 WEST 24 STREET,New York City,NY, 
6445,680 FT WASHINGTON AVENUE,New York City,NY, 
6446,140 EAST 17 STREET,New York City,NY, 
6449,189 CLAREMONT AVENUE,New York City,NY, 
6450,331 EAST 108 STREET,New York City,NY, 
6453,227 WEST 105 STREET,New York City,NY, 
6457,319 WEST 13 STREET,New York City,NY, 
6459,414 WEST 44 STREET,New York City,NY, 
6461,40 EAST 68 STREET,New York City,NY, 
6464,40 WEST 86 STREET,New York City,NY, 
6467,112 WEST HOUSTON STREET,New York City,NY, 
6470,202 WEST 81 STREET,New York City,NY, 
6472,315 WEST 57 STREET,New York City,NY, 
6473,162 2 AVENUE,New York City,NY, 
6477,605 WEST 112 STREET,New York City,NY, 
6480,331 EAST 88 STREET,New York City,NY, 
6485,333 EAST 54 STREET,New York City,NY, 
6505,515 WEST 111 STREET,New York City,NY, 
6519,394 EAST 8 STREET,New York City,NY, 
6521,309 WEST 72 STREET,New York City,NY, 
6522,29 AVENUE C,New York City,NY, 
6523,221 EAST 5 STREET,New York City,NY, 
6526,579 WEST 204 STREET,New York City,NY, 
6527,121 HENRY STREET,New York City,NY, 
6528,474 WEST 150 STREET,New York City,NY, 
6529,125 WEST WASHINGTON PLACE,New York City,NY, 
6540,341 EAST 19 STREET,New York City,NY, 
6545,313 EAST 85 STREET,New York City,NY, 
6547,151 WEST 78 STREET,New York City,NY, 
6550,7 WEST 108 STREET,New York City,NY, 
6569,335 WEST 14 STREET,New York City,NY, 
6573,1009 PARK AVENUE,New York City,NY, 
6579,208 WEST 16 STREET,New York City,NY, 
6584,19 WEST 76 STREET,New York City,NY, 
6585,104 EAST 81 STREET,New York City,NY, 
6589,107 ST MARKS PLACE,New York City,NY, 
6590,225 EAST 10 STREET,New York City,NY, 
6591,82 WEST WASHINGTON PLACE,New York City,NY, 
6596,175 PINEHURST AVENUE,New York City,NY, 
6600,191 MADISON STREET,New York City,NY, 
6601,328 WEST 53 STREET,New York City,NY, 
6602,224 WEST 16 STREET,New York City,NY, 
6606,158 EAST 107 STREET,New York City,NY, 
6610,183 THOMPSON STREET,New York City,NY, 
6612,56 WEST 106 STREET,New York City,NY, 
6615,45 WEST 75 STREET,New York City,NY, 
6631,315 EAST 85 STREET,New York City,NY, 
6632,330 EAST 77 STREET,New York City,NY, 
6640,307 EAST 109 STREET,New York City,NY, 
6644,160 WEST 84 STREET,New York City,NY, 
6646,425 EAST 80 STREET,New York City,NY, 
6650,260 WEST 72 STREET,New York City,NY, 
6656,343 WEST 85 STREET,New York City,NY, 
6661,236 WEST 4 STREET,New York City,NY, 
6663,200 WEST 113 STREET,New York City,NY, 
6664,120 WEST 100 STREET,New York City,NY, 
6670,87 ATTORNEY STREET,New York City,NY, 
6671,442 WEST 57 STREET,New York City,NY, 
6672,425 WEST 57 STREET,New York City,NY, 
6675,9 WEST 73 STREET,New York City,NY, 
6680,21 BENNETT AVENUE,New York City,NY, 
6682,70 IRVING PLACE,New York City,NY, 
6689,210 EAST 75 STREET,New York City,NY, 
6690,72 WEST 108 STREET,New York City,NY, 
6702,150 WEST 111 STREET,New York City,NY, 
6716,221 EAST 33 STREET,New York City,NY, 
6717,15 WEST 123 STREET,New York City,NY, 
6718,38 WEST 129 STREET,New York City,NY, 
6720,6 CHARLES STREET,New York City,NY, 
6727,174 WEST 137 STREET,New York City,NY, 
6729,340 WEST END AVENUE,New York City,NY, 
6739,213 WEST 135 STREET,New York City,NY, 
6741,257 WEST 12 STREET,New York City,NY, 
6743,25 WEST 84 STREET,New York City,NY, 
6750,169 EAST 91 STREET,New York City,NY, 
6760,115 WEST 16 STREET,New York City,NY, 
6765,249 WEST 144 STREET,New York City,NY, 
6770,223 EAST 6 STREET,New York City,NY, 
6771,295 CENTRAL PARK WEST,New York City,NY, 
6772,71 BROADWAY,New York City,NY, 
6782,140 WEST 105 STREET,New York City,NY, 
6786,135 WILLIAM STREET,New York City,NY, 
6789,384 EAST 10 STREET,New York City,NY, 
6792,104 SULLIVAN STREET,New York City,NY, 
6807,156 EAST 7 STREET,New York City,NY, 
6808,345 WEST 30 STREET,New York City,NY, 
6814,799 8 AVENUE,New York City,NY, 
6820,122 DUANE STREET,New York City,NY, 
6832,315 WEST 121 STREET,New York City,NY, 
6843,291 EAST 3 STREET,New York City,NY, 
6844,33 WARREN STREET,New York City,NY, 
6848,91 7 AVENUE,New York City,NY, 
6849,41 WEST 24 STREET,New York City,NY, 
6854,35 GRAND STREET,New York City,NY, 
6855,228 EAST 81 STREET,New York City,NY, 
6859,68 WEST 10 STREET,New York City,NY, 
6865,169 AVENUE OF THE AMERICAS,New York City,NY, 
6866,572 WEST 141 STREET,New York City,NY, 
6867,1849 2 AVENUE,New York City,NY, 
6868,26 WEST 131 STREET,New York City,NY, 
6878,440 EAST 78 STREET,New York City,NY, 
6879,33 WEST 63 STREET,New York City,NY, 
6882,349 WEST 42 STREET,New York City,NY, 
6890,295 CONVENT AVENUE,New York City,NY, 
6895,206 WEST 133 STREET,New York City,NY, 
6902,163 STANTON STREET,New York City,NY, 
6903,23 GROVE STREET,New York City,NY, 
6904,234 EAST 50 STREET,New York City,NY, 
6907,609 WEST 196 STREET,New York City,NY, 
6911,142 WEST 23 STREET,New York City,NY, 
6914,149 EAST 118 STREET,New York City,NY, 
6931,403 WEST 115 STREET,New York City,NY, 
6944,729 WEST 186 STREET,New York City,NY, 
6945,158 WEST 84 STREET,New York City,NY, 
6948,106 CHARLES STREET,New York City,NY, 
6958,315 EAST 105 STREET,New York City,NY, 
6959,217 EAST 33 STREET,New York City,NY, 
6971,557 WEST 148 STREET,New York City,NY, 
6974,137 4 AVENUE,New York City,NY, 
6975,22 EAST 22 STREET,New York City,NY, 
6977,438 EAST 13 STREET,New York City,NY, 
6982,220 EAST 95 STREET,New York City,NY, 
6996,241 CENTRAL PARK NORTH,New York City,NY, 
7000,90 WEST STREET,New York City,NY, 
7005,629 WEST 135 STREET,New York City,NY, 
7015,110 GREENWICH STREET,New York City,NY, 
7037,400 WEST 150 STREET,New York City,NY, 
7042,305 WEST 45 STREET,New York City,NY, 
7044,272 WEST 115 STREET,New York City,NY, 
7047,229 MULBERRY STREET,New York City,NY, 
7049,420 EAST 73 STREET,New York City,NY, 
7053,246 WEST 116 STREET,New York City,NY, 
7056,97 PERRY STREET,New York City,NY, 
7066,720 RIVERSIDE DRIVE,New York City,NY, 
7069,582 ST NICHOLAS AVENUE,New York City,NY, 
7079,216 WEST 141 STREET,New York City,NY, 
7080,227 EAST 89 STREET,New York City,NY, 
7100,332 EAST 18 STREET,New York City,NY, 
7104,206 EAST 70 STREET,New York City,NY, 
7116,87 ST NICHOLAS PLACE,New York City,NY, 
7122,368 WEST 127 STREET,New York City,NY, 
7124,606 WEST 145 STREET,New York City,NY, 
7142,540 WEST 50 STREET,New York City,NY, 
7145,548 WEST 164 STREET,New York City,NY, 
7147,318 EAST 126 STREET,New York City,NY, 
7153,119 PAYSON AVENUE,New York City,NY, 
7155,670 RIVERSIDE DRIVE,New York City,NY, 
7157,353 WEST 30 STREET,New York City,NY, 
7159,360 WEST 53 STREET,New York City,NY, 
7170,164 WEST 141 STREET,New York City,NY, 
7180,24 HENRY STREET,New York City,NY, 
7185,611 WEST 158 STREET,New York City,NY, 
7200,113 NASSAU STREET,New York City,NY, 
7201,31 2 AVENUE,New York City,NY, 
7202,19 STUYVESANT STREET,New York City,NY, 
7205,130 WEST 142 STREET,New York City,NY, 
7210,365 WEST END AVENUE,New York City,NY, 
7224,335 WEST 50 STREET,New York City,NY, 
7225,212 WEST 82 STREET,New York City,NY, 
7228,845 RIVERSIDE DRIVE,New York City,NY, 
7230,305 EAST 109 STREET,New York City,NY, 
7233,520 WEST 48 STREET,New York City,NY, 
7246,48 PERRY STREET,New York City,NY, 
7250,208 WEST 88 STREET,New York City,NY, 
7252,70 CONVENT AVENUE,New York City,NY, 
7253,343 ST NICHOLAS AVENUE,New York City,NY, 
7260,636 EAST 11 STREET,New York City,NY, 
7264,240 AUDUBON AVENUE,New York City,NY, 
7271,690 FT WASHINGTON AVENUE,New York City,NY, 
7273,24 AVENUE B,New York City,NY, 
7279,337 EAST 33 STREET,New York City,NY, 
7282,2010 LEXINGTON AVENUE,New York City,NY, 
7284,222 WEST 144 STREET,New York City,NY, 
7295,176 WEST BROADWAY,New York City,NY, 
7303,863 9 AVENUE,New York City,NY, 
7304,320 EAST 23 STREET,New York City,NY, 
